id,shortcut,description,program,device_gram,program_gram
16035,Command + A,Select all objects and all text,Microsoft PowerPoint,macos,microsoft_powerpoint
16036,Tab,Select the next object,Microsoft PowerPoint,macos,microsoft_powerpoint
16037,Command + ArrowUp / ArrowDown,To Move To the start or end of all the text in the object you are editing,Microsoft PowerPoint,macos,microsoft_powerpoint
16038,Ctrl + =,Apply subscript formatting (automatic spacing).,Microsoft PowerPoint,windows,microsoft_powerpoint
16039,Ctrl + I,Apply italic formatting.,Microsoft PowerPoint,windows,microsoft_powerpoint
16040,Option + ArrowUp,To Move To the beginning of a paragraph or up one paragraph,Microsoft PowerPoint,macos,microsoft_powerpoint
16041,Option + ArrowDown,To Move Down one paragraph,Microsoft PowerPoint,macos,microsoft_powerpoint
16042,Command + ArrowRight,To Move To the end of a line,Microsoft PowerPoint,macos,microsoft_powerpoint
16043,Command + ArrowLeft,To Move To the beginning of a line,Microsoft PowerPoint,macos,microsoft_powerpoint
16044,tab  at the  end  of the last row,Add a new row at the bottom of the table in table.,Microsoft PowerPoint,windows,microsoft_powerpoint
16045,Ctrl + Space,Remove manual character formatting such as subscript and superscript.,Microsoft PowerPoint,windows,microsoft_powerpoint
16046,Ctrl + B,Apply bold formatting.,Microsoft PowerPoint,windows,microsoft_powerpoint
16047,Ctrl + K,Insert a hyperlink.,Microsoft PowerPoint,windows,microsoft_powerpoint
16048,Ctrl + Shift + [ + ],Apply superscript formatting (automatic spacing).,Microsoft PowerPoint,windows,microsoft_powerpoint
16049,Shift + F3,Change the case of letters between sentence lowercase or uppercase.,Microsoft PowerPoint,windows,microsoft_powerpoint
16050,Ctrl + T,Open the Font dialog box to change the formatting of characters.,Microsoft PowerPoint,windows,microsoft_powerpoint
16051,The number of the slide that you want to view  and then press  Return,Go to slide number,Microsoft PowerPoint,macos,microsoft_powerpoint
16052,N     PageDown     ArrowRight     ArrowDown    or the  SPACEBAR  (or click the mouse button),Perform the next animation or advance to the next slide,Microsoft PowerPoint,macos,microsoft_powerpoint
16053,Shift + Option + ArrowUp,To Select From the insertion point to the beginning of the paragraph,Microsoft PowerPoint,macos,microsoft_powerpoint
16054,Command + Shift + ArrowRight,To Select All text to the end of the line,Microsoft PowerPoint,macos,microsoft_powerpoint
16055,Shift + Option + ArrowDown,To Select From the insertion point to the end of the paragraph,Microsoft PowerPoint,macos,microsoft_powerpoint
16056,Command + Shift + ArrowLeft,To Select All text to the start of the line,Microsoft PowerPoint,macos,microsoft_powerpoint
16057,Shift + ArrowDown,To Select From the insertion point to the same point one line down,Microsoft PowerPoint,macos,microsoft_powerpoint
16058,Shift + ArrowLeft,To Select One character to the left,Microsoft PowerPoint,macos,microsoft_powerpoint
16059,Shift + ArrowRight,To Select One character to the right,Microsoft PowerPoint,macos,microsoft_powerpoint
16060,Command + Option + 3,Switch to notes master view,Microsoft PowerPoint,macos,microsoft_powerpoint
16061,Command + Option + 2  or  Shift +(click Slide Sorter View),Switch to handout master view,Microsoft PowerPoint,macos,microsoft_powerpoint
16062,Option + Return,Switch to presenter view,Microsoft PowerPoint,macos,microsoft_powerpoint
16063,Command + Option + Ctrl + G,Show or hide guides,Microsoft PowerPoint,macos,microsoft_powerpoint
16064,Command + Shift + Return,Switch to slide show,Microsoft PowerPoint,macos,microsoft_powerpoint
16065,E,Erase on-screen annotations,Microsoft PowerPoint,macos,microsoft_powerpoint
16066,ArrowUp,Move to the preceding line or row,Microsoft PowerPoint,macos,microsoft_powerpoint
16067,Tab  at the end of the last row,Add a new row at the bottom of the table,Microsoft PowerPoint,macos,microsoft_powerpoint
16068,H,Go to next hidden slide if the next slide is hidden,Microsoft PowerPoint,macos,microsoft_powerpoint
16069,Ctrl + L,Left align a paragraph.,Microsoft PowerPoint,windows,microsoft_powerpoint
16070,ArrowDown,Move to the next line or row,Microsoft PowerPoint,macos,microsoft_powerpoint
16071,Command + Option + Ctrl + R,Show Thesaurus entry for a selected word,Microsoft PowerPoint,macos,microsoft_powerpoint
16072,Hold down  Ctrl  and click the mouse button,Display the contextual menu,Microsoft PowerPoint,macos,microsoft_powerpoint
16073,Command + Option + Ctrl + L,Show Smart Lookup entry for a selected word or phrase,Microsoft PowerPoint,macos,microsoft_powerpoint
16074,B or  .,Display a black screen or return to the slide show from a black screen,Microsoft PowerPoint,macos,microsoft_powerpoint
16075,Ctrl + R,Right align a paragraph.,Microsoft PowerPoint,windows,microsoft_powerpoint
16076,Ctrl + J,Justify a paragraph.,Microsoft PowerPoint,windows,microsoft_powerpoint
16077,W or  ,Display a white screen or return to the slide show from a white screen,Microsoft PowerPoint,macos,microsoft_powerpoint
16078,Command + Shift +  Return,Play slide show from the first slide,Microsoft PowerPoint,macos,microsoft_powerpoint
16079,Ctrl + H,Hide the pointer on mouse move,Microsoft PowerPoint,macos,microsoft_powerpoint
16080,ESC   or  Command + .   or  Command + -,End a slide show,Microsoft PowerPoint,macos,microsoft_powerpoint
16081,Command + Return,Play slide show from the current slide,Microsoft PowerPoint,macos,microsoft_powerpoint
16082,Return,Start a new paragraph in a cell,Microsoft PowerPoint,macos,microsoft_powerpoint
16083,Ctrl + E,Center a paragraph.,Microsoft PowerPoint,windows,microsoft_powerpoint
16084,Command + ArrowUp,Move the cursor to the top of the message body,Microsoft Outlook,macos,microsoft_outlook
16085,Command + ArrowDown,Move the cursor to the bottom of the message body,Microsoft Outlook,macos,microsoft_outlook
16086,Command + Home,Move the cursor to the beginning of the selected text,Microsoft Outlook,macos,microsoft_outlook
16087,Command + End,Move the cursor to the end of the selected text,Microsoft Outlook,macos,microsoft_outlook
16088,PageUp,Scroll up,Microsoft Outlook,macos,microsoft_outlook
16089,PageDown,Scroll down,Microsoft Outlook,macos,microsoft_outlook
16090,Ctrl + 1,Flag the selected item for follow up with Today as Due Date,Microsoft Outlook,macos,microsoft_outlook
16091,Ctrl + 2,Flag the selected item for follow up with Tomorrow as Due Date,Microsoft Outlook,macos,microsoft_outlook
16092,Ctrl + 3,Flag the selected item for follow up with This Week as Due Date,Microsoft Outlook,macos,microsoft_outlook
16093,Ctrl + 4,Flag the selected item for follow up with Next Week as Due Date,Microsoft Outlook,macos,microsoft_outlook
16094,Ctrl + 5,Flag the selected item for follow up with No Due Date,Microsoft Outlook,macos,microsoft_outlook
16095,Ctrl + 6,Flag the selected item for follow up and add a custom Due Date,Microsoft Outlook,macos,microsoft_outlook
16096,Ctrl + =  (Equal Sign),Flag the selected item for follow up and add a reminder,Microsoft Outlook,macos,microsoft_outlook
16097,Ctrl + 0  (Zero),Mark the selected item as Complete,Microsoft Outlook,macos,microsoft_outlook
16098,Ctrl + Shift + B,Open the Address Book,Microsoft Outlook,windows,microsoft_outlook
16099,Ctrl + Q  /  Ctrl + U,Mark as read/unread,Microsoft Outlook,windows,microsoft_outlook
16100,Insert,Add a Quick Flag to an unopened message,Microsoft Outlook,windows,microsoft_outlook
16101,Shift + F4,Find next,Microsoft Outlook,windows,microsoft_outlook
16102,Ctrl + Alt + F,Forward as attachment,Microsoft Outlook,windows,microsoft_outlook
16103,Ctrl + Alt + M,Mark for Download,Microsoft Outlook,windows,microsoft_outlook
16104,Alt + Enter,Show the properties for the selected item,Microsoft Outlook,windows,microsoft_outlook
16105,Ctrl + Alt + U,Clear Mark for Download,Microsoft Outlook,windows,microsoft_outlook
16106,Alt + 1,Show 1 day in the calendar,Microsoft Outlook,windows,microsoft_outlook
16107,Alt + 2,Show 2 days in the calendar,Microsoft Outlook,windows,microsoft_outlook
16108,Alt + 3,Show 3 days in the calendar,Microsoft Outlook,windows,microsoft_outlook
16109,Alt + 6,Show 6 days in the calendar,Microsoft Outlook,windows,microsoft_outlook
16110,Alt + 5,Show 5 days in the calendar,Microsoft Outlook,windows,microsoft_outlook
16111,Alt + 8,Show 8days in the calendar,Microsoft Outlook,windows,microsoft_outlook
16112,Alt + 7,Show 7 days in the calendar,Microsoft Outlook,windows,microsoft_outlook
16113,Alt + 0,Show 10 days in the calendar,Microsoft Outlook,windows,microsoft_outlook
16114,Alt + 9,Show 9 days in the calendar,Microsoft Outlook,windows,microsoft_outlook
16115,Ctrl + G,Go to a date,Microsoft Outlook,windows,microsoft_outlook
16116,Ctrl + ArrowRight  /  Ctrl + ArrowLeft,Go to the next/previous day,Microsoft Outlook,windows,microsoft_outlook
16117,Alt + =  or  Ctrl + Alt + 4,Switch to Month view,Microsoft Outlook,windows,microsoft_outlook
16118,Alt + PageDown  /  Alt + PageUp,Go to the next/previous month,Microsoft Outlook,windows,microsoft_outlook
16119,Alt + ArrowDown  /  Alt + ArrowUp,Go to the next/previous week,Microsoft Outlook,windows,microsoft_outlook
16120,Alt + -  or  Ctrl + Alt + 3,Switch to Full Week view,Microsoft Outlook,windows,microsoft_outlook
16121,Alt + Home  /  Alt + End,Go to the start/end of the week,Microsoft Outlook,windows,microsoft_outlook
16122,Ctrl + Alt + 2,Switch to Work Week view,Microsoft Outlook,windows,microsoft_outlook
16123,Ctrl +  or  Ctrl + Shift +  /  Ctrl + .  or  Ctrl + Shift + .,Go to previous/next appointment,Microsoft Outlook,windows,microsoft_outlook
16124,F3  or  Ctrl + E,Find a contact or other item (Search),Microsoft Outlook,windows,microsoft_outlook
16125,F11,Enter a name in the Search Address Books box,Microsoft Outlook,windows,microsoft_outlook
16126,Shift + letter,In Table or List view of contacts go to first contact that starts with a specific letter,Microsoft Outlook,windows,microsoft_outlook
16127,Ctrl + A,Select all contacts,Microsoft Outlook,windows,microsoft_outlook
16128,F5,Update a list of contact group members,Microsoft Outlook,windows,microsoft_outlook
16129,Ctrl + Shift + .,In an open contact open the next contact listed,Microsoft Outlook,windows,microsoft_outlook
16130,Alt + Shift + 2,In a contact form under Internet display the Email 2 information,Microsoft Outlook,windows,microsoft_outlook
16131,Alt + Shift + 1,In a contact form under Internet display the Email 1 information,Microsoft Outlook,windows,microsoft_outlook
16132,Alt + Shift + 3,In a contact form under Internet display the Email 3 information,Microsoft Outlook,windows,microsoft_outlook
16133,Alt + A,Open the Add list,Microsoft Outlook,windows,microsoft_outlook
16134,Ctrl + Alt + PageUp / PageDown,Jump to beginning/ end of the screen,Microsoft Word,windows,microsoft_word
16135,PageDown / PageUp,Jump up one screen/ down one screen,Microsoft Word,windows,microsoft_word
16136,Ctrl + ArrowDown / ArrowUp,Jump to next/ to previous paragraph,Microsoft Word,windows,microsoft_word
16137,Ctrl + Backspace,Delete word to the left of cursor,Microsoft Word,windows,microsoft_word
16138,Ctrl + ArrowLeft / ArrowRight,Move one word to the left/ to the right,Microsoft Word,windows,microsoft_word
16139,Home / End,Jump to beginning/ to end of the line,Microsoft Word,windows,microsoft_word
16140,Arrow Keys,Move one character to left/right or one line up/down,Microsoft Word,windows,microsoft_word
16141,Ctrl + Shift + F8  then arrow keys,Select vertically,Microsoft Word,windows,microsoft_word
16142,Ctrl + Delete,Delete word to the right of cursor,Microsoft Word,windows,microsoft_word
16143,Backspace,Delete character to the left of cursor,Microsoft Word,windows,microsoft_word
16144,Delete,Delete character to the right of cursor,Microsoft Word,windows,microsoft_word
16145,5x  F8,Select document then press Escape to exit selection mode,Microsoft Word,windows,microsoft_word
16146,Escape,Exit selection mode,Microsoft Word,windows,microsoft_word
16147,Shift + F8,Go backwards in extending selection,Microsoft Word,windows,microsoft_word
16148,F8,Set extended selection mode; use arrow keys,Microsoft Word,windows,microsoft_word
16149,3x  F8,Select sentencethen press Escape to exit selection mode,Microsoft Word,windows,microsoft_word
16150,4x  F8,Select paragraph then press Escape to exit selection mode,Microsoft Word,windows,microsoft_word
16151,2x  F8,Select word then press Escape to exit selection mode.,Microsoft Word,windows,microsoft_word
16152,Shift + PageUp /  PageDown,Select/ extend selection up one screen/ down one screen,Microsoft Word,windows,microsoft_word
16153,Double-click left of line,Select paragraph,Microsoft Word,windows,microsoft_word
16154,Double-click on word,Select word,Microsoft Word,windows,microsoft_word
16155,Triple-click left of line,Select document,Microsoft Word,windows,microsoft_word
16156,Ctrl + A,Select All,Microsoft Word,windows,microsoft_word
16157,Click left of line,Select line,Microsoft Word,windows,microsoft_word
16158,Shift + Arrow Keys,Select/ extend selection by one character left/ right or one line up/ down,Microsoft Word,windows,microsoft_word
16159,Shift + Home /  End,Select/ extend selection to beginning/ to end of the line,Microsoft Word,windows,microsoft_word
16160,Ctrl + Shift + ArrowUp /  ArrowDown,Select/ extend selection by one paragraph up/ down,Microsoft Word,windows,microsoft_word
16161,Ctrl + Shift + ArrowLeft /  ArrowRight,Select/ extend selection by one word,Microsoft Word,windows,microsoft_word
16162,F11 /  Shift + F11,Go to next/ go to previous field,Microsoft Word,windows,microsoft_word
16163,Command + X  or  Ctrl + X,Cut selected text or graphics,Microsoft Word,macos,microsoft_word
16164,Command + C  or  Ctrl + C,Copy selected text or graphics to the Clipboard,Microsoft Word,macos,microsoft_word
16165,Ctrl + F11,Lock field,Microsoft Word,windows,microsoft_word
16166,Ctrl + Shift + F11,Unlock field,Microsoft Word,windows,microsoft_word
16167,Command + Z  or  Ctrl + Z,Undo the last action,Microsoft Word,macos,microsoft_word
16168,F9,Update all fields,Microsoft Word,windows,microsoft_word
16169,Alt + F9,Toggle show/ hide fields,Microsoft Word,windows,microsoft_word
16170,Alt + Shift + X,Insert Index field,Microsoft Word,windows,microsoft_word
16171,Alt + Shift + L,Insert LISTNUM field,Microsoft Word,windows,microsoft_word
16172,Alt + Shift + D,Insert current Date field,Microsoft Word,windows,microsoft_word
16173,Alt + Shift + P,Insert Page number field,Microsoft Word,windows,microsoft_word
16174,Alt + Shift + O,Insert Table of Content field,Microsoft Word,windows,microsoft_word
16175,Alt + Shift + T,Insert current Time field,Microsoft Word,windows,microsoft_word
16176,Shift + F5,Go to a the last change or revision. Also works after opening document.,Microsoft Word,windows,microsoft_word
16177,Ctrl + Shift + F5,Set go to and edit bookmarks,Microsoft Word,windows,microsoft_word
16178,Alt + Ctrl + Z,Go back to previously edited location in document (up to 4 places),Microsoft Word,windows,microsoft_word
16179,Ctrl + G  or  F5,Go to a page bookmark footnote table comment graphic or other location,Microsoft Word,windows,microsoft_word
16180,Ctrl + Home / End,Jump to beginning/ to end of document,Microsoft Word,windows,microsoft_word
16181,Tab,Select the next cell's contents,Microsoft Word,macos,microsoft_word
16182,F8    and then use the arrow keys; press  Esc  to cancel selection mode.,Select to a specific location in a document,Microsoft Word,macos,microsoft_word
16183,Command + A,Select to select the entire document,Microsoft Word,macos,microsoft_word
16184,Command + Shift + F8    and then use the arrow keys; press  Esc  to cancel selection mode.,Select to a vertical block of text,Microsoft Word,macos,microsoft_word
16185,Option + Command + Shift + PageDown,Select to the end of a window,Microsoft Word,macos,microsoft_word
16186,Command + Shift + End,Select to the end of a document,Microsoft Word,macos,microsoft_word
16187,Shift + PageUp,Select one screen up,Microsoft Word,macos,microsoft_word
16188,Command + Shift + Home,Select to the beginning of a document,Microsoft Word,macos,microsoft_word
16189,Shift + PageDown,Select one screen down,Microsoft Word,macos,microsoft_word
16190,Command + Shift + ArrowUp,Select to the beginning of a paragraph,Microsoft Word,macos,microsoft_word
16191,Shift + ArrowUp,Select one line up,Microsoft Word,macos,microsoft_word
16192,Command + Shift + ArrowDown,Select to the end of a paragraph,Microsoft Word,macos,microsoft_word
16193,Shift + ArrowDown,Select one line down,Microsoft Word,macos,microsoft_word
16194,Command + Shift + ArrowLeft  or  Shift + Home,Select to the beginning of a line,Microsoft Word,macos,microsoft_word
16195,Shift + Option + ArrowLeft,Select one word to the left,Microsoft Word,macos,microsoft_word
16196,Command + Shift + ArrowRight  or  Shift + End,Select to the end of a line,Microsoft Word,macos,microsoft_word
16197,Shift + Option + ArrowRight,Select one word to the right,Microsoft Word,macos,microsoft_word
16198,Shift + ArrowLeft,Select one character to the left,Microsoft Word,macos,microsoft_word
16199,Select the first item that you want  hold down   Command    and then select any additional items.,Select multiple items not next to each other,Microsoft Word,macos,microsoft_word
16200,Shift + ArrowRight,Select one character to the right,Microsoft Word,macos,microsoft_word
16201,Shift + F5,To the previous insertion point,Microsoft Word,macos,microsoft_word
16202,Command + Home ; On a MacBook keyboard:  Command + FN + ArrowLeft,To the beginning of a document,Microsoft Word,macos,microsoft_word
16203,Command + End ; On a MacBook keyboard:  Command + FN + ArrowRight,To the end of a document,Microsoft Word,macos,microsoft_word
16204,Command + PageUp,Move to the top of the previous page,Microsoft Word,macos,microsoft_word
16205,Command + PageDown,Move to the top of the next page,Microsoft Word,macos,microsoft_word
16206,PageUp,Move up one screen (scrolling),Microsoft Word,macos,microsoft_word
16207,PageDown,Move down one screen (scrolling),Microsoft Word,macos,microsoft_word
16208,Command + ArrowLeft  or  Home,Move to the beginning of a line,Microsoft Word,macos,microsoft_word
16209,Command + ArrowRight  or  End,Move to the end of a line,Microsoft Word,macos,microsoft_word
16210,ArrowUp,Move up one line,Microsoft Word,macos,microsoft_word
16211,ArrowDown,Move down one line,Microsoft Word,macos,microsoft_word
16212,Shift + Tab,Move one cell to the left (in a table),Microsoft Word,macos,microsoft_word
16213,Command + ArrowUp,Move one paragraph up,Microsoft Word,macos,microsoft_word
16214,Option + ArrowRight,Move one word to the right,Microsoft Word,macos,microsoft_word
16215,Option + ArrowLeft,Move one word to the left,Microsoft Word,macos,microsoft_word
16216,ArrowRight,Move one character to the right,Microsoft Word,macos,microsoft_word
16217,ArrowLeft,Move one character to the left,Microsoft Word,macos,microsoft_word
16218,Command + Shift + L,Look up selected text on the Internet,Microsoft Word,macos,microsoft_word
16219,Move the cursor,Some Windows keyboard shortcuts conflict with the corresponding default Mac OS keyboard shortcuts. To use these shortcuts you may have to change your Mac keyboard settings to change the Show Desktop shortcut for the key.,Microsoft Word,macos,microsoft_word
16220,Option + Command + R,Expand or minimize the ribbon,Microsoft Word,macos,microsoft_word
16221,Option + F7,Find the next misspelling or grammatical error. The Check spelling as you type check box must be selected (Word menu Preferences command Spelling and Grammar).,Microsoft Word,macos,microsoft_word
16222,Ctrl + B,Apply/remove Bold,Microsoft Word,windows,microsoft_word
16223,Shift + F9,Switch between a field code and its result,Microsoft Word,macos,microsoft_word
16224,Command + F3,Cut the selection to the Spike,Microsoft Word,macos,microsoft_word
16225,Command + F4,Close the window,Microsoft Word,macos,microsoft_word
16226,Shift + F8,Shrink a selection,Microsoft Word,macos,microsoft_word
16227,Shift + F7,Open the Thesaurus pane,Microsoft Word,macos,microsoft_word
16228,Command + Shift + `  (Grave accent),Go to the previous window,Microsoft Word,macos,microsoft_word
16229,Ctrl + W,Close document (Close Window),Microsoft Word,windows,microsoft_word
16230,Ctrl + I,Apply/remove Italic,Microsoft Word,windows,microsoft_word
16231,Ctrl + Space,Clear most formatting from selection (bold underline italic color etc),Microsoft Word,windows,microsoft_word
16232,Command + P  or  Ctrl + P,Print a document,Microsoft Word,macos,microsoft_word
16233,Ctrl + F  for Find;  Ctrl + H  for Find and Replace,Find or Find and Replace,Microsoft Word,macos,microsoft_word
16234,Shift + F2,Copy selected text,Microsoft Word,macos,microsoft_word
16235,Shift + F3,Change letters to uppercase lowercase or mixed case,Microsoft Word,macos,microsoft_word
16236,Option + Command + L,Open the Spelling and Grammar dialog box,Microsoft Word,macos,microsoft_word
16237,Command + `  (Grave accent),Go to the next window,Microsoft Word,macos,microsoft_word
16238,Command + Shift + S,Choose the Save As command (File menu).,Microsoft Word,macos,microsoft_word
16239,F8,Extend a selection,Microsoft Word,macos,microsoft_word
16240,Command + V  or  Ctrl + V,Paste the Clipboard contents,Microsoft Word,macos,microsoft_word
16241,Option + Command + G,Choose the Go To command (Edit menu),Microsoft Word,macos,microsoft_word
16242,Command + ArrowDown,Move one paragraph down,Microsoft Word,macos,microsoft_word
16243,Ctrl + Shift + W,Apply/remove Words underline (only words no spaces),Microsoft Word,windows,microsoft_word
16244,H   FF,Change Font Face then start typing for autocomplete or Alt+Arrow Down to open drop down,Microsoft Word,windows,microsoft_word
16245,Ctrl + Shift + D,Apply/remove Double-underline,Microsoft Word,windows,microsoft_word
16246,Ctrl + U,Apply/remove Underline,Microsoft Word,windows,microsoft_word
16247,Command + Ctrl + V,Paste special,Microsoft Word,macos,microsoft_word
16248,Ctrl + Shift + 8,Toggle display of hidden formatting syjmbols,Microsoft Word,windows,microsoft_word
16249,Ctrl + Shift + N,Apply Normal style,Microsoft Word,windows,microsoft_word
16250,Alt + Shift + F  or  Ctrl + D,Open the Font dialog box (or Font Dialog box if you prefer to memorize D),Microsoft Word,windows,microsoft_word
16251,Ctrl + S,Save document,Microsoft Word,windows,microsoft_word
16252,Ctrl + O,Open document,Microsoft Word,windows,microsoft_word
16253,Command + Shift + F5,Edit a bookmark,Microsoft Word,macos,microsoft_word
16254,Command + Shift + C,Copy a style,Microsoft Word,macos,microsoft_word
16255,Ctrl + N,Create new document,Microsoft Word,windows,microsoft_word
16256,Press  F8  repeatedly to expand the selection to the entire word  sentence  paragraph  section  and document.,Expand a selection,Microsoft Word,macos,microsoft_word
16257,F8   ArrowLeft,Select the nearest character to the left,Microsoft Word,macos,microsoft_word
16258,Delete,Delete one character to the left,Microsoft Word,macos,microsoft_word
16259,Command + Option + Shift + V,Paste and match the formatting of the surrounding text,Microsoft Word,macos,microsoft_word
16260,Command + Shift + F3,Paste the Spike  contents,Microsoft Word,macos,microsoft_word
16261,Option + F3,Create AutoText,Microsoft Word,macos,microsoft_word
16262,Command + X  or  F2,Cut selected text to the clipboard,Microsoft Word,macos,microsoft_word
16263,Command + X  or  F2  (then move the cursor and press   Command + V  or  F4 ),Move text or graphics,Microsoft Word,macos,microsoft_word
16264,Command + Shift + V,Paste a style,Microsoft Word,macos,microsoft_word
16265,Ctrl + Option + C,Copy text or graphics to the Scrapbook,Microsoft Word,macos,microsoft_word
16266,Command + C  or  F3,Copy text or graphics,Microsoft Word,macos,microsoft_word
16267,Esc,Turn off extend mode,Microsoft Word,macos,microsoft_word
16268,F8   ArrowRight,Select the nearest character to the right,Microsoft Word,macos,microsoft_word
16269,Click in the column's top or bottom cell. Hold down  Shift  and press the  ArrowUp  or  ArrowDown  key repeatedly.,Select a column,Microsoft Word,macos,microsoft_word
16270,Hold down  Shift  and press an  arrow key  repeatedly.,Extend a selection to adjacent cells,Microsoft Word,macos,microsoft_word
16271,Ctrl + Shift + T,Remove/ decrease hanging indent,Microsoft Word,windows,microsoft_word
16272,Ctrl + 1,Single line spacing,Microsoft Word,windows,microsoft_word
16273,Ctrl + J,Justify-align selected text (straight edges on both sides),Microsoft Word,windows,microsoft_word
16274,Alt + H + 4,Apply strikethrough formatting,Microsoft Word,windows,microsoft_word
16275,Alt + Shift + ArrowRight / ArrowLeft,Promote / demote Headings,Microsoft Word,windows,microsoft_word
16276,Shift + F1,Reveal Formatting (show all formats of selection),Microsoft Word,windows,microsoft_word
16277,Ctrl + Shift + =,Apply/remove superscript,Microsoft Word,windows,microsoft_word
16278,Ctrl + P  then  Enter,Print document,Microsoft Word,windows,microsoft_word
16279,Ctrl + M,Indent Text (Move text to the right),Microsoft Word,windows,microsoft_word
16280,Shift + F3,Change text between all upper- first letter upper- and all lower-case,Microsoft Word,windows,microsoft_word
16281,Command + L,Left-align a paragraph,Microsoft Word,macos,microsoft_word
16282,Command + Y,Redo the last action,Microsoft Word,macos,microsoft_word
16283,Command + Delete,Delete one word to the left,Microsoft Word,macos,microsoft_word
16284,Ctrl + Shift + K,Apply/remove Small Caps format,Microsoft Word,windows,microsoft_word
16285,Ctrl + 5,Apply line spacing of 1.5,Microsoft Word,windows,microsoft_word
16286,Ctrl + L,Left-align selected text,Microsoft Word,windows,microsoft_word
16287,Ctrl + A  then  Ctrl + D  then 2x  Alt + H,Show all hidden text via Select All Font Dialog remove Hidden text format,Microsoft Word,windows,microsoft_word
16288,Ctrl + Alt + H,Apply/remove text Highlight to selection,Microsoft Word,windows,microsoft_word
16289,Alt + Ctrl + 3,Apply Heading 3 style,Microsoft Word,windows,microsoft_word
16290,Alt + Ctrl + 2,Apply Heading 2 style,Microsoft Word,windows,microsoft_word
16291,Ctrl + 2,Double line spacing,Microsoft Word,windows,microsoft_word
16292,Ctrl + Shift + M,Outdent Text,Microsoft Word,windows,microsoft_word
16293,Ctrl + E,Center-align selected text,Microsoft Word,windows,microsoft_word
16294,Ctrl + T,Create/ increase hanging indent,Microsoft Word,windows,microsoft_word
16295,Ctrl + Shift + H,Hide selected text;,Microsoft Word,windows,microsoft_word
16296,Ctrl + [ / ],Decrease / Increase font size one point,Microsoft Word,windows,microsoft_word
16297,Ctrl + =,Apply/remove subscript,Microsoft Word,windows,microsoft_word
16298,Ctrl + Shift + A,Apply/remove Capitalization format,Microsoft Word,windows,microsoft_word
16299,Ctrl + Home /  Ctrl + End,Jump to beginning/ end of document in preview,Microsoft Word,windows,microsoft_word
16300,Ctrl +mouse wheel,Zoom in/ zoom out in preview,Microsoft Word,windows,microsoft_word
16301,PageUp /  PageDown,Up a page/ down a page in preview,Microsoft Word,windows,microsoft_word
16302,Ctrl + P,Go to Print document/ print preview,Microsoft Word,windows,microsoft_word
16303,Ctrl + R,Right-align selected text,Microsoft Word,windows,microsoft_word
16304,H   FC,Change Font Color. Press Escape then Enter to apply current color,Microsoft Word,windows,microsoft_word
16305,H   FS,Change Font Size type number and hit Enter,Microsoft Word,windows,microsoft_word
16306,Ctrl + Shift + < / >,Decrease / Increase font size one value as defined in font style,Microsoft Word,windows,microsoft_word
16307,Command + R,Right-align a paragraph,Microsoft Word,macos,microsoft_word
16308,Command + J,Justify a paragraph,Microsoft Word,macos,microsoft_word
16309,Command + E,Center a paragraph,Microsoft Word,macos,microsoft_word
16310,Alt  then  F   R,Open Recent (File Recent),Microsoft Word,windows,microsoft_word
16311,Command + Command,Delete one word to the right,Microsoft Word,macos,microsoft_word
16312,Command  or  Clear,Delete one character to the right,Microsoft Word,macos,microsoft_word
16313,Alt + Ctrl + 1,Apply Heading 1 style,Microsoft Word,windows,microsoft_word
16314,Ctrl + 0,Toggle spacing before paragraph,Microsoft Word,windows,microsoft_word
16315,Alt + 1,Go to the previous folder.,Microsoft PowerPoint,windows,microsoft_powerpoint
16316,Alt + 2,Up One Level button: Open the folder up one level above the open folder.,Microsoft PowerPoint,windows,microsoft_powerpoint
16317,Alt + 3 / Delete,Delete button: Delete the selected folder or file.,Microsoft PowerPoint,windows,microsoft_powerpoint
16318,Alt + 5,Views button: Switch among available folder views.,Microsoft PowerPoint,windows,microsoft_powerpoint
16319,Alt + L,Tools button: Show the Tools menu.,Microsoft PowerPoint,windows,microsoft_powerpoint
16320,Alt + 4,Create New Folder button: Create a new folder.,Microsoft PowerPoint,windows,microsoft_powerpoint
16321,F4 / Alt + I,Open the Look in list.,Microsoft PowerPoint,windows,microsoft_powerpoint
16322,tab   Shift + Tab,When a task pane is active select the next or previous option in the task pane respectively.,Microsoft PowerPoint,windows,microsoft_powerpoint
16323,F6,Move a task pane from another pane in the program window (clockwise direction). You may need to press F6 more than once,Microsoft PowerPoint,windows,microsoft_powerpoint
16324,ArrowDown / ArrowUp,Move among choices on a selected submenu; move among certain options in a group of options in a dialog box.,Microsoft PowerPoint,windows,microsoft_powerpoint
16325,Space / Enter,Open the selected menu or perform the action assigned to the selected button.,Microsoft PowerPoint,windows,microsoft_powerpoint
16326,PageUp   PageDown,Scroll up or down in the selected gallery list respectively.,Microsoft PowerPoint,windows,microsoft_powerpoint
16327,home   end,When a menu or submenu is visible select the first or last command respectively on the menu or submenu.,Microsoft PowerPoint,windows,microsoft_powerpoint
16328,Ctrl + spacebar   c,Close a task pane.,Microsoft PowerPoint,windows,microsoft_powerpoint
16329,Alt + h   f   o,Open the Clipboard.,Microsoft PowerPoint,windows,microsoft_powerpoint
16330,Command + M,Minimize the current window,Microsoft PowerPoint,macos,microsoft_powerpoint
16331,Command + H,Hide the current window,Microsoft PowerPoint,macos,microsoft_powerpoint
